Attrition,Business Travel,Department,Education Field,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,Work Life Balance,Age,Attrition %,Daily Rate,Distance From Home,dummy,Education,Employee Count,Environment Satisfaction,female#,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,male#,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Travel_Frequently,Research & Development,Life Sciences,1096,Male,Manufacturing Director,Married,No,Y,4,Good,55,0.00%,1091,2,0,1,1,4,0,65,3,3,2,1,10976,15813,3,18,3,2,80,1,23,3,2,1,2
No,Travel_Rarely,Research & Development,Other,1097,Female,Research Scientist,Single,No,Y,4,Best,28,0.00%,857,10,0,3,1,3,1,59,3,2,3,0,3660,7909,3,13,3,4,80,0,10,8,7,1,7
Yes,Travel_Rarely,Human Resources,Medical,1098,Male,Human Resources,Married,No,Y,1,Good,44,100.00%,1376,1,0,2,1,2,0,91,2,3,1,1,10482,2326,9,14,3,4,80,1,24,20,6,3,6
No,Travel_Rarely,Research & Development,Life Sciences,1099,Male,Healthcare Representative,Divorced,No,Y,2,Good,33,0.00%,654,5,0,3,1,4,0,34,2,3,4,1,7119,21214,4,15,3,3,80,1,9,3,2,1,2
Yes,Travel_Rarely,Sales,Technical Degree,1100,Male,Sales Executive,Single,Yes,Y,2,Good,35,100.00%,1204,4,0,3,1,4,0,86,3,3,1,1,9582,10333,0,22,4,1,80,0,9,8,7,4,7
Yes,Travel_Frequently,Research & Development,Medical,1101,Female,Research Scientist,Single,No,Y,4,Good,33,100.00%,827,29,0,4,1,1,1,54,2,2,3,0,4508,3129,1,22,4,2,80,0,14,13,7,3,8
No,Travel_Rarely,Research & Development,Life Sciences,1102,Male,Laboratory Technician,Divorced,No,Y,5,Avg,28,0.00%,895,15,0,2,1,1,0,50,3,1,3,1,2207,22482,1,16,3,4,80,1,4,4,2,2,2
No,Travel_Frequently,Research & Development,Life Sciences,1103,Male,Healthcare Representative,Single,No,Y,1,Avg,34,0.00%,618,3,0,1,1,1,0,45,3,2,4,1,7756,22266,0,17,3,3,80,0,7,6,2,0,4
No,Travel_Rarely,Sales,Life Sciences,1105,Female,Sales Executive,Divorced,Yes,Y,5,Good,37,0.00%,309,10,0,4,1,4,1,88,2,2,4,0,6694,24223,2,14,3,3,80,3,8,1,0,0,0
Yes,Travel_Rarely,Research & Development,Technical Degree,1106,Male,Laboratory Technician,Married,Yes,Y,3,Best,25,100.00%,1219,4,0,1,1,4,0,32,3,1,4,1,3691,4605,1,15,3,2,80,1,7,7,7,5,6
Yes,Travel_Rarely,Research & Development,Medical,1107,Male,Laboratory Technician,Divorced,No,Y,0,Avg,26,100.00%,1330,21,0,3,1,1,0,37,3,1,3,1,2377,19373,1,20,4,3,80,1,1,1,1,0,0
Yes,Travel_Rarely,Research & Development,Medical,1108,Male,Research Scientist,Single,Yes,Y,0,Good,33,100.00%,1017,25,0,3,1,1,0,55,2,1,2,1,2313,2993,4,20,4,2,80,0,5,2,2,2,2
No,Travel_Rarely,Research & Development,Medical,1109,Male,Manager,Married,No,Y,3,Good,42,0.00%,469,2,0,2,1,4,0,35,3,4,1,1,17665,14399,0,17,3,4,80,1,23,22,6,13,7
Yes,Travel_Frequently,Research & Development,Medical,1111,Male,Laboratory Technician,Divorced,No,Y,2,Good,28,100.00%,1009,1,0,3,1,1,0,45,2,1,2,1,2596,7160,1,15,3,1,80,2,1,1,0,0,0
Yes,Travel_Frequently,Sales,Other,1113,Male,Sales Executive,Single,Yes,Y,4,Good,50,100.00%,959,1,0,4,1,4,0,81,3,2,3,1,4728,17251,3,14,3,4,80,0,5,0,0,0,0
No,Travel_Frequently,Sales,Life Sciences,1114,Female,Sales Executive,Married,No,Y,3,Good,33,0.00%,970,7,0,3,1,4,1,30,3,2,2,0,4302,13401,0,17,3,3,80,1,4,3,2,0,2
No,Non-Travel,Research & Development,Life Sciences,1115,Male,Research Scientist,Married,No,Y,2,Good,34,0.00%,697,3,0,4,1,3,0,40,2,1,4,1,2979,22478,3,17,3,4,80,3,6,0,0,0,0
No,Non-Travel,Research & Development,Medical,1116,Male,Manager,Single,No,Y,3,Avg,48,0.00%,1262,1,0,4,1,1,0,35,4,4,4,1,16885,16154,2,22,4,3,80,0,27,5,4,2,1
No,Non-Travel,Sales,Life Sciences,1117,Female,Sales Executive,Married,No,Y,2,Good,45,0.00%,1050,9,0,4,1,2,1,65,2,2,3,0,5593,17970,1,13,3,4,80,1,15,15,10,4,12
No,Travel_Rarely,Research & Development,Life Sciences,1118,Male,Healthcare Representative,Single,No,Y,4,Good,52,0.00%,994,7,0,4,1,2,0,87,3,3,2,1,10445,15322,7,19,3,4,80,0,18,8,6,4,0
No,Travel_Rarely,Sales,Marketing,1119,Male,Sales Executive,Divorced,Yes,Y,2,Good,38,0.00%,770,10,0,4,1,3,0,73,2,3,3,1,8740,5569,0,14,3,2,80,2,9,8,7,2,7
No,Travel_Rarely,Research & Development,Life Sciences,1120,Female,Research Scientist,Divorced,No,Y,1,Good,29,0.00%,1107,28,0,4,1,3,1,93,3,1,4,0,2514,26968,4,22,4,1,80,1,11,7,5,1,7
No,Travel_Rarely,Research & Development,Medical,1121,Female,Manufacturing Director,Divorced,No,Y,3,Avg,28,0.00%,950,3,0,3,1,4,1,93,3,3,2,0,7655,8039,0,17,3,2,80,3,10,9,7,1,7
No,Travel_Rarely,Sales,Marketing,1124,Male,Manager,Married,No,Y,3,Good,46,0.00%,406,3,0,1,1,1,0,52,3,4,3,1,17465,15596,3,12,3,4,80,1,23,12,9,4,9
No,Travel_Rarely,Sales,Marketing,1125,Male,Sales Executive,Single,No,Y,2,Good,38,0.00%,130,2,0,2,1,4,0,32,3,3,2,1,7351,20619,7,16,3,3,80,0,10,1,0,0,0
No,Travel_Frequently,Research & Development,Life Sciences,1126,Female,Manufacturing Director,Married,No,Y,1,Good,43,0.00%,1082,27,0,3,1,3,1,83,3,3,1,0,10820,11535,8,11,3,3,80,1,18,8,7,0,1
Yes,Travel_Frequently,Research & Development,Life Sciences,1127,Male,Healthcare Representative,Divorced,No,Y,4,Good,39,100.00%,203,2,0,3,1,1,0,84,3,4,4,1,12169,13547,7,11,3,4,80,3,21,18,7,11,5
No,Travel_Rarely,Research & Development,Medical,1128,Male,Research Director,Single,No,Y,2,Best,40,0.00%,1308,14,0,3,1,3,0,44,2,5,3,1,19626,17544,1,14,3,1,80,0,21,20,7,4,9
No,Travel_Rarely,Research & Development,Technical Degree,1131,Female,Research Scientist,Single,Yes,Y,6,Best,21,0.00%,984,1,0,1,1,4,1,70,2,1,2,0,2070,25326,1,11,3,3,80,0,2,2,2,2,2
No,Non-Travel,Research & Development,Life Sciences,1132,Male,Laboratory Technician,Single,No,Y,2,Avg,39,0.00%,439,9,0,3,1,3,0,70,3,2,2,1,6782,8770,9,15,3,3,80,0,9,5,4,0,3
No,Non-Travel,Research & Development,Life Sciences,1133,Male,Manufacturing Director,Single,No,Y,0,Good,36,0.00%,217,18,0,4,1,1,0,78,3,2,4,1,7779,23238,2,20,4,1,80,0,18,11,9,0,9
No,Travel_Frequently,Sales,Life Sciences,1135,Male,Sales Representative,Married,No,Y,4,Good,31,0.00%,793,20,0,3,1,3,0,67,4,1,4,1,2791,21981,0,12,3,1,80,1,3,2,2,2,2
No,Travel_Rarely,Research & Development,Life Sciences,1136,Male,Research Scientist,Married,No,Y,2,Bad,28,0.00%,1451,2,0,1,1,1,0,67,2,1,2,1,3201,19911,0,17,3,1,80,0,6,5,3,0,4
No,Travel_Frequently,Sales,Marketing,1137,Male,Sales Executive,Divorced,No,Y,3,Good,35,0.00%,1182,11,0,2,1,4,0,54,3,2,4,1,4968,18500,1,11,3,4,80,1,5,5,2,0,2
No,Travel_Rarely,Sales,Technical Degree,1138,Male,Sales Executive,Married,No,Y,3,Good,49,0.00%,174,8,0,4,1,4,0,56,2,4,2,1,13120,11879,6,17,3,2,80,1,22,9,8,2,3
No,Travel_Frequently,Research & Development,Life Sciences,1140,Male,Manufacturing Director,Single,No,Y,3,Avg,34,0.00%,1003,2,0,2,1,4,0,95,3,2,3,1,4033,15834,2,11,3,4,80,0,5,3,2,0,2
No,Travel_Frequently,Research & Development,Life Sciences,1143,Female,Research Scientist,Divorced,No,Y,2,Avg,29,0.00%,490,10,0,3,1,4,1,61,3,1,2,0,3291,17940,0,14,3,4,80,2,8,7,5,1,1
No,Travel_Rarely,Research & Development,Medical,1148,Male,Laboratory Technician,Single,No,Y,3,Good,42,0.00%,188,29,0,3,1,2,0,56,1,2,4,1,4272,9558,4,19,3,1,80,0,16,1,0,0,0
No,Travel_Rarely,Research & Development,Medical,1150,Male,Manufacturing Director,Married,Yes,Y,2,Avg,29,0.00%,718,8,0,1,1,2,0,79,2,2,4,1,5056,17689,1,15,3,3,80,1,10,10,7,1,2
No,Travel_Rarely,Human Resources,Human Resources,1152,Male,Human Resources,Married,No,Y,2,Best,38,0.00%,433,1,0,3,1,3,0,37,4,1,3,1,2844,6004,1,13,3,4,80,1,7,7,6,5,0
No,Travel_Frequently,Research & Development,Life Sciences,1154,Male,Research Scientist,Divorced,Yes,Y,2,Good,28,0.00%,773,6,0,3,1,3,0,39,2,1,3,1,2703,22088,1,14,3,4,80,1,3,3,1,0,2
Yes,Non-Travel,Research & Development,Medical,1156,Male,Laboratory Technician,Single,No,Y,0,Good,18,100.00%,247,8,0,1,1,3,0,80,3,1,3,1,1904,13556,1,12,3,4,80,0,0,0,0,0,0
Yes,Travel_Rarely,Sales,Marketing,1157,Female,Sales Executive,Single,Yes,Y,3,Good,33,100.00%,603,9,0,4,1,1,1,77,3,2,1,0,8224,18385,0,17,3,1,80,0,6,5,2,0,3
No,Travel_Rarely,Research & Development,Life Sciences,1158,Male,Laboratory Technician,Married,Yes,Y,4,Good,41,0.00%,167,12,0,4,1,2,0,46,3,1,4,1,4766,9051,3,11,3,1,80,1,6,1,0,0,0
Yes,Travel_Frequently,Research & Development,Medical,1160,Male,Laboratory Technician,Married,No,Y,5,Avg,31,100.00%,874,15,0,3,1,3,0,72,3,1,3,1,2610,6233,1,12,3,3,80,1,2,2,2,2,2
No,Travel_Rarely,Research & Development,Medical,1161,Female,Healthcare Representative,Divorced,No,Y,2,Good,37,0.00%,367,25,0,2,1,3,1,52,2,2,4,0,5731,17171,7,13,3,3,80,2,9,6,2,1,3
No,Travel_Rarely,Research & Development,Life Sciences,1162,Male,Research Scientist,Married,No,Y,0,Good,27,0.00%,199,6,0,3,1,4,0,55,2,1,3,1,2539,7950,1,13,3,3,80,1,4,4,2,2,2
No,Travel_Rarely,Sales,Life Sciences,1163,Female,Sales Executive,Married,No,Y,3,Avg,34,0.00%,1400,9,0,1,1,2,1,70,3,2,3,0,5714,5829,1,20,4,1,80,0,6,6,5,1,3
No,Travel_Rarely,Human Resources,Technical Degree,1164,Male,Human Resources,Single,No,Y,2,Bad,35,0.00%,528,8,0,4,1,3,0,100,3,1,3,1,4323,7108,1,17,3,2,80,0,6,5,4,1,4
Yes,Travel_Rarely,Sales,Life Sciences,1165,Female,Sales Executive,Married,No,Y,3,Bad,29,100.00%,408,23,0,1,1,4,1,45,2,3,1,0,7336,11162,1,13,3,1,80,1,11,11,8,3,10
No,Travel_Frequently,Research & Development,Medical,1166,Female,Research Director,Single,No,Y,3,Avg,40,0.00%,593,9,0,4,1,2,1,88,3,3,3,0,13499,13782,9,17,3,3,80,0,20,18,7,2,13
Yes,Travel_Frequently,Sales,Life Sciences,1167,Male,Sales Executive,Single,Yes,Y,2,Avg,42,100.00%,481,12,0,3,1,3,0,44,3,4,1,1,13758,2447,0,12,3,2,80,0,22,21,9,13,14
No,Travel_Rarely,Sales,Marketing,1171,Male,Sales Executive,Single,No,Y,3,Best,42,0.00%,647,4,0,4,1,2,0,45,3,2,1,1,5155,2253,7,13,3,4,80,0,9,6,4,1,5
No,Travel_Rarely,Research & Development,Medical,1172,Male,Laboratory Technician,Married,No,Y,2,Good,35,0.00%,982,1,0,4,1,4,0,58,2,1,3,1,2258,16340,6,12,3,2,80,1,10,8,0,1,7
No,Travel_Rarely,Research & Development,Medical,1173,Male,Laboratory Technician,Single,No,Y,2,Good,24,0.00%,477,24,0,3,1,4,0,49,3,1,2,1,3597,6409,8,22,4,4,80,0,6,4,3,1,2
Yes,Travel_Rarely,Research & Development,Life Sciences,1175,Female,Laboratory Technician,Married,Yes,Y,4,Avg,28,100.00%,1485,12,0,1,1,3,1,79,3,1,4,0,2515,22955,1,11,3,4,80,0,1,1,1,0,0
No,Travel_Rarely,Research & Development,Medical,1177,Male,Laboratory Technician,Married,No,Y,2,Good,26,0.00%,1384,3,0,4,1,1,0,82,4,1,4,1,4420,13421,1,22,4,2,80,1,8,8,7,0,7
No,Travel_Rarely,Sales,Marketing,1179,Male,Sales Executive,Married,No,Y,3,Good,30,0.00%,852,10,0,3,1,3,0,72,2,2,3,1,6578,2706,1,18,3,1,80,1,10,10,3,1,4
No,Travel_Frequently,Research & Development,Medical,1180,Female,Research Scientist,Married,Yes,Y,3,Bad,40,0.00%,902,26,0,2,1,3,1,92,2,2,4,0,4422,21203,3,13,3,4,80,1,16,1,1,0,0
No,Travel_Rarely,Research & Development,Life Sciences,1182,Male,Manufacturing Director,Divorced,No,Y,2,Best,35,0.00%,819,2,0,3,1,3,0,44,2,3,2,1,10274,19588,2,18,3,2,80,1,15,7,7,6,4
No,Travel_Frequently,Research & Development,Medical,1184,Male,Healthcare Representative,Single,No,Y,3,Good,34,0.00%,669,1,0,3,1,4,0,97,2,2,1,1,5343,25755,0,20,4,3,80,0,14,13,9,4,9
No,Travel_Frequently,Research & Development,Other,1185,Male,Laboratory Technician,Married,No,Y,2,Best,35,0.00%,636,4,0,4,1,4,0,47,2,1,4,1,2376,26537,1,13,3,2,80,1,2,2,2,2,2
Yes,Travel_Rarely,Sales,Marketing,1188,Female,Sales Executive,Single,No,Y,2,Avg,43,100.00%,1372,9,0,3,1,1,1,85,1,2,3,0,5346,9489,8,13,3,2,80,0,7,4,3,1,3
No,Non-Travel,Sales,Life Sciences,1190,Female,Sales Representative,Divorced,No,Y,3,Good,32,0.00%,862,2,0,1,1,3,1,76,3,1,1,0,2827,14947,1,12,3,3,80,3,1,1,0,0,0
No,Travel_Rarely,Research & Development,Technical Degree,1191,Female,Manager,Divorced,No,Y,2,Good,56,0.00%,718,4,0,4,1,4,1,92,3,5,1,0,19943,18575,4,13,3,4,80,1,28,5,2,4,2
No,Travel_Rarely,Research & Development,Medical,1192,Female,Laboratory Technician,Married,No,Y,5,Good,29,0.00%,1401,6,0,1,1,2,1,54,3,1,4,0,3131,26342,1,13,3,1,80,1,10,10,8,0,8
No,Travel_Rarely,Research & Development,Life Sciences,1193,Male,Research Scientist,Single,No,Y,4,Good,19,0.00%,645,9,0,2,1,3,0,54,3,1,1,1,2552,7172,1,25,4,3,80,0,1,1,1,0,0
No,Travel_Rarely,Research & Development,Medical,1195,Female,Research Scientist,Married,Yes,Y,2,Avg,45,0.00%,1457,7,0,3,1,1,1,83,3,1,3,0,4477,20100,4,19,3,3,80,1,7,3,2,0,2
No,Travel_Rarely,Research & Development,Life Sciences,1196,Female,Manufacturing Director,Married,No,Y,2,Avg,37,0.00%,977,1,0,3,1,4,1,56,2,2,4,0,6474,9961,1,13,3,2,80,1,14,14,8,3,11
No,Travel_Rarely,Research & Development,Life Sciences,1198,Male,Laboratory Technician,Single,No,Y,2,Avg,20,0.00%,805,3,0,3,1,1,0,87,2,1,3,1,3033,12828,1,12,3,1,80,0,2,2,2,1,2
Yes,Travel_Rarely,Research & Development,Life Sciences,1200,Male,Research Scientist,Single,Yes,Y,4,Good,44,100.00%,1097,10,0,4,1,3,0,96,3,1,3,1,2936,10826,1,11,3,3,80,0,6,6,4,0,2
No,Travel_Rarely,Research & Development,Medical,1201,Female,Manager,Divorced,No,Y,6,Good,53,0.00%,1223,7,0,2,1,4,1,50,3,5,3,0,18606,18640,3,18,3,2,80,1,26,7,7,4,7
No,Travel_Rarely,Research & Development,Life Sciences,1202,Female,Research Scientist,Married,Yes,Y,2,Avg,29,0.00%,942,15,0,1,1,2,1,69,1,1,4,0,2168,26933,0,18,3,1,80,1,6,5,4,1,3
Yes,Travel_Frequently,Research & Development,Life Sciences,1203,Male,Research Scientist,Married,Yes,Y,5,Good,22,100.00%,1256,3,0,4,1,3,0,48,2,1,4,1,2853,4223,0,11,3,2,80,1,1,0,0,0,0
No,Travel_Rarely,Sales,Marketing,1204,Female,Manager,Married,No,Y,2,Good,46,0.00%,1402,2,0,3,1,3,1,69,3,4,1,0,17048,24097,8,23,4,1,80,0,28,26,15,15,9
No,Non-Travel,Research & Development,Life Sciences,1206,Male,Research Scientist,Single,No,Y,3,Good,44,0.00%,111,17,0,3,1,4,0,74,1,1,3,1,2290,4279,2,13,3,4,80,0,6,0,0,0,0
No,Travel_Rarely,Human Resources,Human Resources,1207,Male,Human Resources,Married,No,Y,2,Good,33,0.00%,147,2,0,3,1,2,0,99,3,1,3,1,3600,8429,1,13,3,4,80,1,5,5,4,1,4
Yes,Non-Travel,Research & Development,Life Sciences,1210,Male,Research Scientist,Divorced,No,Y,2,Bad,41,100.00%,906,5,0,2,1,1,0,95,2,1,1,1,2107,20293,6,17,3,1,80,1,5,1,0,0,0
No,Travel_Rarely,Sales,Life Sciences,1211,Male,Sales Executive,Divorced,No,Y,3,Good,30,0.00%,1329,29,0,4,1,3,0,61,3,2,1,1,4115,13192,8,19,3,3,80,3,8,4,3,0,3
No,Travel_Frequently,Sales,Medical,1212,Male,Sales Executive,Married,No,Y,2,Good,40,0.00%,1184,2,0,4,1,2,0,62,3,2,2,1,4327,25440,5,12,3,4,80,3,5,0,0,0,0
No,Travel_Frequently,Research & Development,Medical,1215,Female,Manager,Married,No,Y,3,Good,50,0.00%,1421,2,0,3,1,4,1,30,3,4,1,0,17856,9490,2,22,4,3,80,1,32,2,2,2,2
No,Travel_Rarely,Research & Development,Medical,1216,Male,Laboratory Technician,Married,No,Y,2,Good,28,0.00%,1179,19,0,4,1,4,0,78,2,1,1,1,3196,12449,1,12,3,3,80,3,6,6,5,3,3
No,Travel_Rarely,Research & Development,Life Sciences,1217,Male,Research Director,Married,No,Y,2,Good,46,0.00%,1450,15,0,2,1,4,0,52,3,5,2,1,19081,10849,5,11,3,1,80,1,25,4,2,0,3
No,Travel_Rarely,Sales,Life Sciences,1218,Male,Sales Executive,Married,Yes,Y,2,Good,35,0.00%,1361,17,0,4,1,3,0,94,3,2,1,1,8966,21026,3,15,3,4,80,3,15,7,7,1,7
Yes,Travel_Rarely,Research & Development,Life Sciences,1219,Female,Laboratory Technician,Married,No,Y,3,Bad,24,100.00%,984,17,0,2,1,4,1,97,3,1,2,0,2210,3372,1,13,3,1,80,1,1,1,0,0,0
No,Travel_Frequently,Sales,Medical,1220,Female,Sales Executive,Married,No,Y,3,Avg,33,0.00%,1146,25,0,3,1,2,1,82,3,2,3,0,4539,4905,1,12,3,1,80,1,10,10,7,0,1
No,Travel_Rarely,Research & Development,Life Sciences,1221,Male,Laboratory Technician,Divorced,No,Y,4,Good,36,0.00%,917,6,0,4,1,3,0,60,1,1,3,1,2741,6865,1,14,3,3,80,1,7,7,7,1,7
No,Travel_Rarely,Research & Development,Life Sciences,1224,Male,Laboratory Technician,Divorced,No,Y,4,Avg,30,0.00%,853,7,0,4,1,3,0,49,3,2,3,1,3491,11309,1,13,3,1,80,3,10,10,7,8,9
No,Travel_Rarely,Research & Development,Other,1225,Male,Research Scientist,Single,No,Y,3,Good,44,0.00%,200,29,0,4,1,4,0,32,3,2,4,1,4541,7744,1,25,4,2,80,0,20,20,11,13,17
No,Travel_Rarely,Sales,Marketing,1226,Male,Sales Representative,Single,No,Y,2,Good,20,0.00%,654,21,0,3,1,3,0,43,4,1,4,1,2678,5050,1,17,3,4,80,0,2,2,1,2,2
No,Travel_Rarely,Research & Development,Technical Degree,1228,Male,Manufacturing Director,Divorced,No,Y,3,Avg,46,0.00%,150,2,0,4,1,4,0,60,3,2,4,1,7379,17433,2,11,3,3,80,1,12,6,3,1,4
No,Non-Travel,Human Resources,Medical,1231,Male,Human Resources,Married,No,Y,3,Best,42,0.00%,179,2,0,5,1,4,0,79,4,2,1,1,6272,12858,7,16,3,1,80,1,10,4,3,0,3
No,Travel_Rarely,Sales,Marketing,1233,Male,Sales Executive,Divorced,Yes,Y,3,Good,60,0.00%,696,7,0,4,1,2,0,52,4,2,4,1,5220,10893,0,18,3,2,80,1,12,11,7,1,9
No,Travel_Frequently,Research & Development,Other,1234,Female,Laboratory Technician,Married,No,Y,2,Good,32,0.00%,116,13,0,3,1,3,1,77,2,1,2,0,2743,7331,1,20,4,3,80,1,2,2,2,2,2
No,Travel_Frequently,Research & Development,Life Sciences,1235,Female,Research Scientist,Single,Yes,Y,2,Good,32,0.00%,1316,2,0,2,1,4,1,38,3,2,3,0,4998,2338,4,14,3,4,80,0,10,8,7,0,7
No,Travel_Rarely,Research & Development,Technical Degree,1237,Female,Manufacturing Director,Divorced,Yes,Y,2,Good,36,0.00%,363,1,0,3,1,3,1,77,1,3,1,0,10252,4235,2,21,4,3,80,1,17,7,7,7,7
No,Travel_Rarely,Research & Development,Medical,1238,Male,Research Scientist,Married,No,Y,5,Good,33,0.00%,117,9,0,3,1,1,0,60,3,1,4,1,2781,6311,0,13,3,2,80,1,15,14,10,4,10
No,Travel_Rarely,Sales,Technical Degree,1239,Female,Sales Executive,Divorced,No,Y,2,Best,40,0.00%,107,10,0,3,1,2,1,84,2,2,2,0,6852,11591,7,12,3,2,80,1,7,5,1,1,3
No,Travel_Rarely,Sales,Life Sciences,1240,Male,Sales Executive,Single,No,Y,4,Good,25,0.00%,1356,10,0,4,1,3,0,57,3,2,4,1,4950,20623,0,14,3,2,80,0,5,4,3,1,1
No,Travel_Rarely,Research & Development,Medical,1241,Male,Research Scientist,Married,Yes,Y,2,Good,30,0.00%,1465,1,0,3,1,4,0,63,3,1,2,1,3579,9369,0,21,4,1,80,1,12,11,9,5,7
No,Travel_Frequently,Research & Development,Medical,1242,Female,Research Director,Married,Yes,Y,6,Good,42,0.00%,458,26,0,5,1,1,1,60,3,3,1,0,13191,23281,3,17,3,3,80,0,20,1,0,0,0
No,Non-Travel,Sales,Marketing,1243,Female,Sales Executive,Married,Yes,Y,6,Avg,35,0.00%,1212,8,0,2,1,3,1,78,2,3,4,0,10377,13755,4,11,3,2,80,1,16,13,2,4,12
No,Travel_Rarely,Research & Development,Life Sciences,1244,Male,Research Scientist,Married,Yes,Y,3,Avg,27,0.00%,1103,14,0,3,1,1,0,42,3,1,1,1,2235,14377,1,14,3,4,80,2,9,9,7,6,8
No,Travel_Frequently,Research & Development,Life Sciences,1245,Female,Manufacturing Director,Divorced,No,Y,2,Bad,54,0.00%,966,1,0,4,1,4,1,53,3,3,3,0,10502,9659,7,17,3,1,80,1,33,5,4,1,4
No,Travel_Rarely,Research & Development,Life Sciences,1246,Female,Research Scientist,Married,No,Y,5,Good,44,0.00%,1117,2,0,1,1,1,1,72,4,1,4,0,2011,19982,1,13,3,4,80,1,10,10,5,7,7
Yes,Non-Travel,Research & Development,Medical,1248,Female,Research Scientist,Single,Yes,Y,2,Best,19,100.00%,504,10,0,3,1,1,1,96,2,1,2,0,1859,6148,1,25,4,2,80,0,1,1,1,0,0
No,Travel_Rarely,Research & Development,Life Sciences,1249,Female,Research Scientist,Divorced,No,Y,5,Good,29,0.00%,1010,1,0,3,1,1,1,97,3,1,4,0,3760,5598,1,15,3,1,80,3,3,3,2,1,2
No,Travel_Rarely,Research & Development,Life Sciences,1250,Male,Research Director,Married,No,Y,2,Good,54,0.00%,685,3,0,3,1,4,0,85,3,4,4,1,17779,23474,3,14,3,1,80,0,36,10,9,0,9
No,Travel_Rarely,Research & Development,Medical,1251,Male,Healthcare Representative,Married,Yes,Y,2,Avg,31,0.00%,1332,11,0,2,1,3,0,80,3,2,1,1,6833,17089,1,12,3,4,80,0,6,6,5,0,1
No,Travel_Rarely,Research & Development,Medical,1252,Female,Healthcare Representative,Single,No,Y,2,Good,31,0.00%,1062,24,0,3,1,3,1,96,2,2,1,0,6812,17198,1,19,3,2,80,0,10,10,9,1,8
No,Travel_Rarely,Sales,Life Sciences,1254,Female,Sales Executive,Single,No,Y,2,Good,59,0.00%,326,3,0,3,1,3,1,48,2,2,4,0,5171,16490,5,17,3,4,80,0,13,6,1,0,5
No,Travel_Rarely,Research & Development,Life Sciences,1255,Male,Research Director,Married,No,Y,2,Good,43,0.00%,920,3,0,3,1,3,0,96,1,5,4,1,19740,18625,3,14,3,2,80,1,25,8,7,0,7
No,Travel_Rarely,Research & Development,Medical,1256,Male,Manager,Married,No,Y,2,Best,49,0.00%,1098,4,0,2,1,1,0,85,2,5,3,1,18711,12124,2,13,3,3,80,1,23,1,0,0,0
No,Travel_Frequently,Research & Development,Technical Degree,1257,Male,Research Scientist,Married,No,Y,2,Avg,36,0.00%,469,3,0,3,1,3,0,46,3,1,2,1,3692,9256,1,12,3,3,80,0,12,11,10,0,7
No,Travel_Rarely,Research & Development,Technical Degree,1258,Male,Laboratory Technician,Single,No,Y,4,Avg,48,0.00%,969,2,0,2,1,4,0,76,4,1,2,1,2559,16620,5,11,3,3,80,0,7,1,0,0,0
No,Travel_Rarely,Research & Development,Life Sciences,1259,Male,Research Scientist,Divorced,No,Y,2,Good,27,0.00%,1167,4,0,2,1,1,0,76,3,1,3,1,2517,3208,1,11,3,2,80,3,5,5,3,0,3
No,Travel_Rarely,Research & Development,Life Sciences,1260,Male,Healthcare Representative,Divorced,Yes,Y,2,Good,29,0.00%,1329,7,0,3,1,3,0,82,3,2,4,1,6623,4204,1,11,3,2,80,2,6,6,0,1,0
No,Travel_Rarely,Research & Development,Life Sciences,1263,Male,Research Director,Single,No,Y,3,Best,48,0.00%,715,1,0,3,1,4,0,76,2,5,4,1,18265,8733,6,12,3,3,80,0,25,1,0,0,0
No,Travel_Rarely,Research & Development,Life Sciences,1264,Female,Research Director,Divorced,No,Y,2,Avg,29,0.00%,694,1,0,3,1,4,1,87,2,4,4,0,16124,3423,3,14,3,2,80,2,9,7,7,1,7
No,Travel_Rarely,Research & Development,Technical Degree,1265,Female,Research Scientist,Married,No,Y,5,Avg,34,0.00%,1320,20,0,3,1,3,1,89,4,1,3,0,2585,21643,0,17,3,4,80,0,2,1,0,0,0
No,Travel_Rarely,Sales,Marketing,1267,Male,Manager,Married,No,Y,5,Good,44,0.00%,1099,5,0,3,1,2,0,88,3,5,2,1,18213,8751,7,11,3,3,80,1,26,22,9,3,10
No,Travel_Rarely,Sales,Marketing,1268,Male,Sales Executive,Divorced,Yes,Y,3,Good,33,0.00%,536,10,0,5,1,4,0,82,4,3,3,1,8380,21708,0,14,3,4,80,2,10,9,8,0,8
No,Travel_Rarely,Research & Development,Life Sciences,1269,Female,Research Scientist,Single,Yes,Y,2,Good,19,0.00%,265,25,0,3,1,2,1,57,4,1,4,0,2994,21221,1,12,3,4,80,0,1,1,0,0,1
No,Travel_Rarely,Research & Development,Life Sciences,1270,Male,Research Scientist,Married,No,Y,2,Good,23,0.00%,373,1,0,2,1,4,0,47,3,1,3,1,1223,16901,1,22,4,4,80,1,1,1,0,0,1
Yes,Travel_Frequently,Sales,Life Sciences,1273,Male,Sales Representative,Single,Yes,Y,4,Good,25,100.00%,599,24,0,1,1,3,0,73,1,1,4,1,1118,8040,1,14,3,4,80,0,1,1,0,1,0
